"CONTENTS_SEQ","CONTENTS_TITLE","CONTENTS_SYNOPSIS","CONTENTS_GENRE","AGE_RATING","RELEASE_YEAR","RATING","POSTER_IMG","DIRECTOR","CAST","OTT"
"1494","음양사 : 청아집","인간과 요괴가 공존하는 세상. 봉인된 요물이 깨어나고, 법사들이 하나씩 사라진다. 괴이한 일이 끊이지 않는 천도성. 음과 양의 균형이 삼라만상의 이치일지니, 바야흐로 음양사가 활약할 시대가 왔도다.","드라마","15세 이상 관람가","2020","3.5","https://file.kinolights.com/m/content_poster/202307/12/ee58a5cd-b1ad-484f-843f-ca3b5031f9ba.webp","궈징밍","등륜","넷플릭스"
"1495","응답하라 1988","쌍팔년도 쌍문동, 한 골목 다섯 가족의 왁자지껄 코믹 가족극.","드라마, 코미디","15세 이상 시청가","2015","4.1","https://file.kinolights.com/m/content_poster/202307/12/17232d2e-1b86-49aa-9333-e0eae64630d7.webp","신원호","이혜리, 류준열","넷플릭스, 티빙"
"1496","응답하라 1994","1994년을 배경으로, 지방 사람들의 눈물겨운 상경기와 농구대잔치, 서태지와 아이들 등의 사회적 이슈를 담은 드라마","드라마, 코미디, 로맨스","15세 이상 시청가","2013","4","https://file.kinolights.com/m/content_poster/202501/08/6dee661b-ab5f-4090-9b83-59016a273903.webp","신원호","고아라, 성동일","티빙"
"1497","응답하라 1997","HOT와 젝스키스로 대변된 90년대를 배경으로, 오빠들에 미쳐있던 여고생과 다섯 친구들의 감성 복고 드라마","드라마, 로맨스","15세 이상 시청가","2012","4","https://file.kinolights.com/m/content_poster/202307/12/d0727b70-dcf6-4a00-9626-c07a94ca3650.webp","신원호","정은지, 서인국","티빙"
"1498","의사요한","통증의학과 의사들의 이야기를 그린 휴먼 메디컬 드라마.","드라마","15세 이상 시청가","2019","3.5","https://file.kinolights.com/m/content_poster/202307/12/023a288e-7b76-4ea5-ab27-05fa2b818737.webp","조수원","지성, 이세영","넷플릭스"
"1499","의혹의 그림자","한 젊은 여인이, 자신이 가장 좋아하는 아저씨가 연쇄살인 사건의 범인이라는 의심을 차츰 가지게되는 과정을 그린 스릴러. 히치콕 초기의 명작들 중 하나.","스릴러","15세 이상 관람가","1943","3.7","https://file.kinolights.com/m/content_poster/202307/12/7f21f558-b9c7-4337-b32c-4163b52844e0.webp","알프레드 히치콕","테레사 라이트, 조셉 코튼","왓챠"
"1500","이 거리에서 살아남는 법","거리의 부랑아라고 얕보지 마라. 이래 봬도 업계의 샛별들이다. 야심찬 비행 청소년 삼인방에게 사기와 속임수의 일인자가 전수한다. 절대 실패하지 않는 소매치기 비법!","드라마","청소년 관람불가","2016","2.2","https://file.kinolights.com/m/content_poster/202307/12/9473a2e9-ebe0-437e-bee9-524816e827f4.webp","피터 웨버","두반 안드레스 프라도, 에멜리아노 페르니아","넷플릭스"
"1501","이 구역의 미친X","줄거리 : 분노조절장애를 가진 남자, 강박과 망상을 가진 여자가 만났다. 게다가 이들은 같은 정신과 의사에게 상담을 받고 있다.

1분 정보 : 2021년 5월 24일부터 방영된 카카오 TV 오리지널 드라마. <청춘시대>, <검사내전>의 이태곤 PD가 연출을 맡았다.","드라마, 코미디, 로맨스","15세 이상 시청가","2021","3.4","https://file.kinolights.com/m/content_poster/202307/12/0ca34bad-9325-4a9e-beee-9b2282568b68.webp","이태곤","정우, 오연서","넷플릭스"
"1502","이끼","도시 생활에 염증을 느껴왔던 해국은 20년간 의절한 채 지내온 아버지 유목형의 부고 소식에 아버지가 거처해 온 시골 마을을 찾는다. 그런데 오늘 처음 해국을 본 마을 사람들은 하나같이 해국을 이유 없이 경계하고 불편한 눈빛을 던지는데... 아버지의 장례를 마치고 마련된 저녁식사 자리. 마치 해국이 떠나는 것을 축하하기 위해 모인 것 같은 마을사람들에게 해국은 `서울로 떠나지 않고 이 곳에 남아 살겠노라` 선언을 한다. 순간, 마을 사람들 사이에는 묘한 기류가 감돌고, 이들 중심에 묵묵히 있던 이장은 그러라며 해국의 정착을 허한다. 이장 천용덕의 말 한마디에 금세 태도가 돌변하는 마을사람들. 겉보기에는 평범한 시골 노인 같지만, 섬뜩한 카리스마로 마을의 모든 것을 꿰뚫고 있는 듯한 이장과 그를 신처럼 따르는 마을 사람들. 해국은 이곳 이 사람들이 모두 의심스럽기만 한데...","드라마, 스릴러","청소년 관람불가","2010","3.2","https://file.kinolights.com/m/content_poster/202307/12/e4b028a5-30fc-4b4d-bb7f-78157521b58b.webp","강우석","정재영, 박해일","넷플릭스, 왓챠, 티빙"
"1503","이니셰린의 밴시","아일랜드의 외딴 섬마을 이니셰린. 주민 모두가 인정하는 절친 파우릭과 콜름은 하루도 빠짐없이 함께 술을 마시며 수다를 떨 정도로 다정하고 돈독한 사이다. 어느 날, 돌연 파우릭에게 절교를 선언하는 콜름. 절교를 받아들일 수 없는 파우릭은 그를 찾아가 이유를 묻지만 돌아오는 건 변심한 친구의 차가운 한마디 - “그냥 이제 자네가 싫어졌어”.
관계를 회복해 보려 할수록 상황은 더욱 악화되어 가기만 하고 평온했던 그들의 일상과 마을은 점점 파국으로 치닫는데…","드라마, 코미디","15세 이상 관람가","2022","3.9","https://file.kinolights.com/m/content_poster/202307/12/f73bcb62-3f84-4699-973b-10f6e76c876d.webp","마틴 맥도나","콜린 파렐, 브렌단 글리슨","쿠팡플레이"
"1504","이두나!","평범한 대학생 원준이 셰어하우스에서 화려한 K-POP 아이돌 시절을 뒤로하고 은퇴한 두나를 만나게 되며 벌어지는 이야기를 담은 로맨스 드라마","드라마, 코미디, 로맨스","15세 이상 시청가","2023","3.1","https://file.kinolights.com/m/content_poster/202310/04/4676298e-acd9-457d-89bd-66cc45ebd059.webp","이정효","수지, 양세종","넷플릭스"
"1505","이름없는 새","사랑을 시작하는 순간, 한없이 추락한다.

인생의 낙이라곤 서비스 센터에 전화해 불평이나 퍼붓는 것이 전부인 여자 ‘토와코’는 가진 것 없고 볼품없지만 그녀를 위해선 뭐든 할 수 있다는 남자 ‘진지’에게 얹혀사는 신세다. 어느 날, 그녀는 컴플레인을 걸다 알게 된 백화점 직원 ‘미즈시마’를 상대로 불륜에 빠지게 되고, 그와의 장밋빛 미래를 꿈꾸던 그녀에게 한 남자의 실종 사건을 조사 중인 형사가 찾아오는데…

뒤늦게 알게 된 옛 연인 ‘쿠로사키’의 실종, ‘미즈시마’ 주변에서 일어나는 일련의 의심쩍은 사건들, 지나칠만큼 그녀를 사랑하는 남자 ‘진지’. ‘토와코’는 왠지 모를 기시감과 불안감에 휩싸이게 되는데…

그녀가 모르고 있는 비밀의 실체는?
한 여자를 둘러싼 가장 미스터리한 로맨스가 펼쳐진다!","드라마, 로맨스","청소년 관람불가","2017","2.6","https://file.kinolights.com/m/content_poster/202307/12/80f8dba9-c7c1-4171-b7f0-e8394018702b.webp","시라이시 카즈야","아오이 유우, 다케노우치 유타카","왓챠"
"1506","이매큘레이트","순수하고 신실한 믿음을 가진 수녀 세실리아. 어느 비밀스러운 수녀원의 초청을 받아 낯선 생활에 적응해 가던 중 처녀의 몸으로 임신을 했다는 사실이 밝혀지고 기적의 주인공으로 추앙 받기 시작하는데…","공포","15세 이상 관람가","2024","2.7","https://file.kinolights.com/m/content_poster/202401/25/b888f0ac-4481-4c27-b718-61f56b199404.webp","마이클 모한","시드니 스위니, 알바로 모르테","왓챠, 쿠팡플레이, 티빙"
"1507","이상한 변호사 우영우","IQ 164의 천재적인 두뇌와 자페스펙트럼을 동시에 가진 대형로펌 신입변호사 '우영우'가 다양한 사건들을 해결하며 진정한 변호사로 성장하는 휴먼 법정물","드라마, 코미디","15세 이상 시청가","2022","3.9","https://file.kinolights.com/m/content_poster/202307/12/1e69a25e-81b3-46ba-9c03-90c4aec327ed.webp","유인식","박은빈, 강태오","넷플릭스"
"1508","이스케이프 룸","거액의 상금이 걸린 방탈출 게임에 초대된 6명의 사람들. 성별, 연령, 출신도 모두 다른 이들은 오직 초대장만을 가지고 세계 최고의 방탈출 게임 회사 ‘미노스’에 모인다. 하지만 초대자는 나타나지 않고, 예고도 없이 시작되는 게임. 불태워 죽일 듯이 순식간에 방안의 온도가 상승하고 6명의 참가자는 탈출하기 위해 단서를 찾기 시작한다. 죽음의 공포 속에서 아슬아슬하게 다음 방으로 넘어간 참가자들은 오븐 룸, 아이스 룸, 업사이드다운 룸, 포이즌 룸, 일루전 룸, 크러쉬 룸을 거치며 이것이 평범한 게임이 아니란 걸 알게 되는데…","액션, 스릴러, 공포","15세 이상 관람가","2019","3","https://file.kinolights.com/m/content_poster/202307/12/519e0eee-3d41-4d76-b40b-85b80915e16d.webp","애덤 로비텔","테일러 러셀, 로건 밀러","왓챠"
"1509","이스케이프 룸 2: 노 웨이 아웃","출구 없는 탈출 게임에서 가까스로 살아남은 조이와 벤. 게임을 설계한 의문의 조직 `미노스`의 실체를 밝히기 위해 뉴욕에 도착한 두 사람은 정체불명의 남자에게 휘말려 지하철에 갇히고 만다. 순간 다른 칸과 분리된 열차 안에는 초고압 전류가 흐르기 시작하고, 그곳에 있는 6명 모두 게임의 생존자라는 것이 밝혀진다. 목숨을 건 탈출 게임이 다시 시작됐음을 직감한 그들은 뉴욕을 배경으로 벌어지는 극한의 상황에서 살아남기 위한 사투를 벌이는데…","액션, 스릴러, 공포","15세 이상 관람가","2021","3","https://file.kinolights.com/m/content_poster/202307/12/e4c61c1d-0c3f-4305-88d0-36bcbb913f75.webp","애덤 로비텔","테일러 러셀, 로건 밀러","왓챠, 쿠팡플레이"
"1510","이웃의 아내","결혼생활을 성실하게 지켜 온 중년 남성 ‘마이크’는 이웃집으로 이사 온 젊은 아내 ‘제나’에게 끌림을 느낀다.
정원 관리를 도와주며 제나와 가까워지던 중, 마이크는 제나가 가정폭력을 당하고 있다는 사실을 알게 된다.
남의 일에 관여하지 말라는 아내의 만류에도 불구하고 제나를 보호하려던 마이크는 예상치 못한 파국을 맞이하게 되는데...","로맨스, 스릴러","15세 이상 관람가","2017","0","https://file.kinolights.com/m/content_poster/202307/12/529d8bf3-73ff-4d70-8969-0436cca5e457.webp","아론 하비","윌리암 피츠너, 제시카 맥나미","티빙"
"1511","이웃집 토토로","도시를 떠나 시골로 이사 온 사츠키와 메이는 우연히 숲속에 살고 있는 신비로운 생명체 ‘토토로’를 만나 신비한 모험을 함께 한다. 그러던 어느 날, 어머니의 병원에서 위태로운 소식이 도착하고 언니 사츠키가 정신없이 아빠에게 연락을 취하는 와중에 메이가 행방불명 되는데…","드라마, 판타지, 애니메이션","전체 관람가","1988","4","https://file.kinolights.com/m/content_poster/202307/12/0079270e-d924-4cbc-aea5-427973db4dea.webp","미야자키 하야오","히다카 노리코, 사카모토 치카","넷플릭스, 왓챠, 쿠팡플레이"
"1512","이재, 곧 죽습니다 part 1","지옥으로 떨어지기 직전의 이재가 12번의 죽음과 삶을 경험하게 되는 인생 환승 드라마","드라마, 스릴러, 판타지","19세 이상 시청가","2023","3.9","https://file.kinolights.com/m/content_poster/202402/02/587f8c8c-25bf-4197-a735-a2fa3dcdf739.webp","하병훈","서인국, 박소담","티빙"
"1513","이재, 곧 죽습니다 part 2","지옥으로 떨어지기 직전의 이재가 12번의 죽음과 삶을 경험하게 되는 인생 환승 드라마","드라마, 스릴러, 판타지","19세 이상 시청가","2023","3.9","https://file.kinolights.com/m/content_poster/202402/02/91dd56d4-6661-445e-9f30-a270e1bce07e.webp","하병훈","서인국, 박소담","티빙"
"1514","이지 A","줄거리 : 눈에 띄지 않는 존재에서 한순간에 루머의 당사자가 된 올리브는 그 상황을 즐기기로 한다. 어느 날 올리브 앞에 정말 사랑하는 남자가 나타나고 올리브는 소문을 바로잡기 위해 고군분투하기 시작한다.

1분 정보 : 영화 제목의 A는 간통(Adultery)을 뜻한다. 주인공이 망가져가는 내용을 담았지만 밝은 모습을 보여주고 개그가 많다. 엠마 스톤의 가능성을 보여준 영화라는 평이 많다.","드라마, 코미디, 로맨스","15세 이상 관람가","2010","3.2","https://file.kinolights.com/m/content_poster/202307/12/8fcd92b7-4219-4136-b142-e4c135f23df7.webp","윌 글럭","엠마 스톤, 아만다 바인즈","넷플릭스"
"1515","이집트 왕자","노예로 태어나 파라오의 아들로 자란 모세는 히브리인을 이끌어 노예에서 해방해야 하는 그의 운명을 받아들인다.","애니메이션","전체 관람가","1998","3.6","https://file.kinolights.com/m/content_poster/202307/12/0e413cbe-8eb0-40ad-9586-2fe6940766c8.webp","브렌다 채프먼","산드라 블록, 랄프 파인즈","넷플릭스"
"1516","이쪽을 봐줘, 무카이군","연애하는 방법을 잊어버린 일 잘하고, 성격 좋은 주인공이 10년만에 새롭게 시작하는 사랑 이야기를 담은 드라마","드라마, 코미디","15세 이상 시청가","2023","3.3","https://file.kinolights.com/m/content_poster/202310/11/d154cc11-871f-4865-b7fa-a67ba5490348.webp","쿠사노 쇼고","아카소 에이지, 이쿠타 에리카","넷플릭스"
"1517","이창","사진작가 제프는 카레이싱 촬영 도중 다리를 다쳐 휠체어에 의지한 채 자신의 방에서 무료하게 지낸다. 그는 카메라 렌즈로 주변 이웃들을 훔쳐보기 시작한다. 갓 결혼한 신혼부부, 미녀 무용수, 슬픈 표정으로 혼자 지내는 미스 고독, 병든 아내와 남편 등 주변의 평범한 이웃을 관찰하던 중, 제프는 어느 집의 병든 아내와 남편이 심하게 다투는 모습을 목격한다. 제프는 남편이 커다란 가방을 들고 집을 들락거린 이후 그 부인이 보이지 않는다는 것에 의심을 품는다. 더구나 톱과 칼을 만지작거리고, 화단을 파헤치던 강아지에게 신경질을 내는 남편의 모습은 제프의 의심을 더욱 부채질한다. 제프는 연인 리사와 간호사 스텔라의 도움을 받아 부부의 집을 조사하기 시작하는데...","스릴러","15세 이상 관람가","1954","4.1","https://file.kinolights.com/m/content_poster/202307/12/5d6c7e7a-81ff-4bc7-ad15-747f531693a8.webp","알프레드 히치콕","제임스 스튜어트, 그레이스 켈리","왓챠"
"1518","이처럼 사소한 것들","1985년 아일랜드의 소도시, 빌 펄롱은 석탄을 팔며 아내, 다섯 딸과 함께 소박하게 살아가고 있다. 크리스마스를 앞둔 어느 날, 빌 펄롱은 지역 수녀원에 석탄을 배달하러 가고 숨겨져 있던 어떤 진실을 마주하게 된다.","드라마","12세 이상 관람가","2024","3.6","https://file.kinolights.com/m/content_poster/202412/05/44cd00aa-5bf5-4278-baa7-d181702b18ce.webp","팀 밀란츠","킬리언 머피, 에밀리 왓슨","왓챠"
"1519","이태원 클라쓰","중졸? 전과자? 세상이 붙인 딱지는 떼어버려! 멋과 맛이 가득한 이태원에서 포차를 차린 야심만만한 청춘들. 거대한 적이 가로막아도, 꿈을 향한 발걸음을 멈출 수 없다!","드라마, 코미디, 로맨스","15세 이상 시청가","2020","3.5","https://file.kinolights.com/m/content_poster/202307/12/87e4fbaa-bf9b-421e-b0a1-61a0b64a481a.webp","김성윤","박서준, 김다미","넷플릭스, 티빙"
"1520","이터널 선샤인","조엘은 아픈 기억만을 지워준다는 라쿠나사를 찾아가 헤어진 연인 클레멘타인의 기억을 지우기로 결심한다. 기억이 사라져 갈수록 조엘은 사랑이 시작되던 순간, 행복한 기억들, 가슴 속에 각인된 추억들을 지우기 싫어지기만 하는데...","드라마, 코미디, 로맨스","15세 이상 관람가","2004","4.2","https://file.kinolights.com/m/content_poster/202307/12/95f21ee7-53e4-4d3a-94e3-94df73135fd4.webp","미셸 공드리","짐 캐리, 케이트 윈슬렛","왓챠, 쿠팡플레이"
"1521","이터널스","수백만 년 전 인류를 실험하기 위해 지구로 온 셀레스티얼이 만든 우주 에너지를 조종할 수 있는 초인적인 힘을 지닌 불사의 종족 이터널스가 빌런 데비안츠와 맞서 싸우면서 벌어지는 이야기.","액션","12세 이상 관람가","2021","2.8","https://file.kinolights.com/m/content_poster/202501/08/6f680d9d-8f08-4b8c-9b14-2baa517cab8a.webp","클로에 자오","젬마 찬, 리차드 매든","쿠팡플레이"
"1522","이토록 친밀한 배신자","국내 최고의 프로파일러가 수사 중인 살인사건에 얽힌 딸의 비밀과 마주하고, 처절하게 무너져가며 심연 속의 진실을 쫓는 부녀 스릴러","스릴러","15세 이상 시청가","2024","3.8","https://file.kinolights.com/m/content_poster/202410/04/3fd1a7dd-1e3c-49fe-9871-2d0fd1f6252d.webp","송연화","한석규, 채원빈","넷플릭스, 쿠팡플레이"
"1523","이판사판","오빠의 비밀을 밝히려는 법원의 자타 공인 '꼴통 판사' 이정주와 그녀에게 휘말리게 된 차도남 엘리트 판사 사의현의 이판사판 정의 찾기 프로젝트","드라마","15세 이상 시청가","2017","3.6","https://file.kinolights.com/m/content_poster/202307/12/a597a37b-636b-430e-b41d-f774631c8c9b.webp","이광영","박은빈, 연우진","넷플릭스, 왓챠"
"1524","이프 온리","눈앞에서 사랑하는 연인을 잃은 남자는 다음 날 아침, 자신의 옆에서 자고 있는 연인을 보고 소스라치게 놀란다. 기쁨도 잠시, 정해진 운명은 바꿀 수 없단 것을 깨달은 그는 더 늦기 전에 자신의 진정한 사랑을 전하기로 마음먹는데...","드라마, 코미디, 로맨스, 판타지","12세 이상 관람가","2004","3.6","https://file.kinolights.com/m/content_poster/202307/12/e2705ee1-cad8-4826-b645-ae2b406aa0b0.webp","길 정거","제니퍼 러브 휴잇, 폴 니콜스","쿠팡플레이"
"1525","이혼보험","최고의 브레인만 모여있다는 한 보험회사 혁신상품개발팀에서 새로운 이혼 보험 상품을 개발, 이혼과 관련된 모든 사항을 수치화하고 그에 합당한 보험금을 책정하는 등 이혼에 값을 매기는 적나라한 과정을 담은 드라마","드라마, 코미디, 로맨스","15세 이상 시청가","2024","0","https://file.kinolights.com/m/content_poster/202503/05/b3599d04-bcb4-4809-aa14-10b7d8a54510.webp","이원석","이동욱, 이주빈","쿠팡플레이, 티빙"
"1526","익스트랙션","어떤 일에도 쉽게 동요하지 않는 냉철한 용병. 그가 살아남기 위해 자신을 끊임없이 성찰한다. 마약왕의 납치된 아들을 구하러 간 방글라데시에서 그 모든 것이 시작됐다.","드라마, 액션, 스릴러","청소년 관람불가","2020","3.2","https://file.kinolights.com/m/content_poster/202307/12/b5000b75-001c-4ef7-878f-1ba2a0efc05c.webp","샘 하그레이브","크리스 헴스워스, 루드락 자스왈","넷플릭스"
"1527","익스트림 페스티벌","개최 일주일 전 갑자기 정종 문화제에서 연산군 문화제로 바뀐 망진의 지역 축제.
스타트업 대표 ‘혜수’는 축제를 무사히 진행시키기 위해 고군분투한다.
그런데! 무늬만 공동대표 ‘상민’은 퇴사한 직원 ‘래오’를 알바로 데려오고,
축제 당일 현지에서 뽑은 인턴 ‘은채’는 과하게 열정적이다.
설상가상…! 축제의 막이 오르기 직전
객석은 텅 비고, 초대가수는 펑크 나고, 지역 극단은 보이콧을 선언하는데…","드라마, 코미디","12세 이상 관람가","2022","3","https://file.kinolights.com/m/content_poster/202307/12/3fcc1bf0-516e-4f9b-85fe-dc283e9ddd81.webp","김홍기","김재화, 조민재","왓챠, 티빙"
"1528","익스포즈","이라크로 파병간 남편을 기다리는 이사벨(아나 디 아르마스)은 어느 날 지하철에서 허공을 걷는 한 남자를 목격한다. 그 후로 이사벨의 눈에는 정체를 알 수 없는 인물들이 보이게 되고, 그녀는 그것을 하늘이 내려준 천사라고 믿는데…

한편, 같은 날 지하철에서 한 경찰이 살해된 채로 발견되고, 동료 형사 스코티(키아누 리브스)는 그가 마지막으로 남긴 사진을 중심으로 살인범을 찾기 위해 동분서주하지만 사진 속 인물들은 한 명씩 시신으로 발견되고 사건은 점점 미궁으로 빠지게 되는데…","스릴러, 판타지","청소년 관람불가","2016","2","https://file.kinolights.com/m/content_poster/202307/12/1c65a970-ddb6-4816-840f-efd4a7523798.webp","지 말릭 린튼","키아누 리브스, 아나 디 아르마스","왓챠, 쿠팡플레이, 티빙"
"1529","인 디 에어","영화의 주인공 라이언 빙햄은 이른 바 해고전문가이다. 항공사 마일리지가 35만 마일에 달할 정도로 미국 전역의 다양한 회사를 다니며, 부하직원을 차마 해고하지 못하는 상사를 대신해 해고를 담당하는 것이 그의 직업이다. 그러던 어느날, 라이언의 회사에 새로운 여직원 나탈리가 일을 시작하는데, 그녀는 직접 출장을 가는 대신, 화상 회의로 해고 업무를 수행할 수 있는 방법을 제안한다. 이제, 라이언은 출장을 가는 대신, 네브라스카주 오마하에 위치한 회사 본사에서 근무할 수 있게 된 것인데, 이는 라이언이 소중히 여겨온 삶의 방식을 위협한다. 이제 라이언은 나탈리에게 그녀의 이론이 틀렸음을 보여주기로 결심하고, 그녀를 데리고 출장길에 오른다. 하지만, 그녀가 자신의 직업이 가진 진실을 깨닫는 동안, 라이언은 자신의 삶의 방식이 무너지고 있음을 알기 시작하는데…","드라마, 코미디, 로맨스","15세 이상 관람가","2009","3.7","https://file.kinolights.com/m/content_poster/202307/12/cdcfa5a1-0136-4792-b6c3-57689bd2c547.webp","제이슨 라이트맨","조지 클루니, 베라 파미가","쿠팡플레이"
"1530","인간발전","기후 변화로 화석 연료 사용이 금지된 도시들이 전력난에 시달리자, HE기업은 인체 발전이라는 새로운 기술을 제안한다. 한편, 인체 발전의 부작용을 발견한 박사 석진은 기업 HE의 숨겨진 진실을 파헤치기 시작한다.","스릴러","15세 이상 관람가","2025","0","https://file.kinolights.com/m/content_poster/202503/25/86c55eff-8f90-4de1-9f9e-2ae26ef7d340.webp","박정혁","장정식, 김동원","왓챠"
"1531","인간중독","베트남전이 막바지로 치달아가던 1969년,
엄격한 위계질서와 상하관계로 지배되는 군관사 안!

모두의 신임을 받으며 승승장구 중인 교육대장 ‘김진평(송승헌)’과 남편을 장군으로 만들려는 야망을 가진 ‘진평’의 아내 ‘이숙진(조여정)’.

어느 날, ‘김진평’의 부하로 충성을 맹세하는 ‘경우진(온주완)’과 그의 아내 ‘종가흔(임지연)’이 이사를 온다.

‘진평’은 ‘우진’의 아내 ‘가흔’에게 첫 만남부터 강렬한 떨림을 느끼는데…

누구에게도 말할 수 없는 비밀을 간직한 여인 ‘가흔’과 그녀에게 걷잡을 수 없이 빠져드는 ‘진평’.
만나지 말았어야 할 두 사람, 최상류층 군관사 안, 누구도 알아서는 안 될 치명적 스캔들이 시작된다!","드라마, 로맨스","청소년 관람불가","2014","2","https://file.kinolights.com/m/content_poster/202307/12/30811696-107d-43db-8080-6b38f5803d02.webp","김대우","송승헌, 온주완","쿠팡플레이"
"1532","인민을 위해 복무하라","모범사병으로 사단장 사택의 취사병이 된 무광. 그의 목표는 오직 아내와 아이를 위해 출세의 길에 오르는 것이다. 그러나, 사단장이 출장을 간 사이 시작된 그의 젊은 아내 수련의 위험한 유혹에 무광은 자신의 목표와 신념 그리고 빠져보고 싶은 금기된 사랑 사이에서 갈등을 겪는데…","드라마, 로맨스","청소년 관람불가","2022","1.5","https://file.kinolights.com/m/content_poster/202307/12/f135f682-e472-46e3-aa05-01c8f4bdc1ba.webp","장철수","연우진, 지안","왓챠, 쿠팡플레이"
"1533","인비저블","형사와 범죄 코디네이터라는 이색적인 그룹이 탄생한다. 사건 해결을 위해서라면 수단과 방법을 가리지 않는 형사 시무라와 '인비저블'이라고 불리는 어둠의 세계 전문가인 범죄 코디네이터가 범죄를 해결하는데...","드라마, 스릴러","15세 이상 시청가","2022","2.8","https://file.kinolights.com/m/content_poster/202307/12/95abf2a6-ea05-4753-a412-c19074ece592.webp","이즈미 요시히로","타카하시 잇세이, 시바사키 코우","왓챠"
"1534","인비저블 게스트","의문의 습격으로 살해 당한 로라. 아드리안은 연인의 죽음에 절망하고, 범인은 흔적도 없이 사라졌다. 유력한 용의자로 누명을 쓴 아드리안은 승률 100%의 변호사 버지니아를 선임한다. 그리고 자신의 무죄를 입증하기 위해 고군분투하던 중 과거 그와 로라가 은폐한 교통사고와 숨겨진 연관성을 찾게 되는데…","드라마, 스릴러","15세 이상 관람가","2016","3.7","https://file.kinolights.com/m/content_poster/202307/12/89c49c81-cf31-4aad-a255-47205eed4aa2.webp","오리올 파울로","마리오 카사스, 바바라 레니","넷플릭스, 왓챠, 쿠팡플레이, 티빙"
"1535","인사이드 르윈","뉴욕의 시린 겨울에 코트도 없이 기타 하나 달랑 매고 매일밤 지인들의 집을 전전하는 무일푼 뮤지션 르윈. 듀엣으로 노래하던 파트너는 자살을 하고, 솔로앨범은 팔리지 않은 채 먼지만 쌓여간다. 우연히 떠맡게 된 고양이 한 마리처럼 계속 간직하기에는 점점 버거워지는 그의 꿈을 포기해야 하는 지 고민하던 중, 유명 음악 프로듀서인 버드 그로스맨이 주최하는 오디션에 참여하기 위해 시카고를 향한 여정에 오르게 되는데...","드라마","15세 이상 관람가","2013","3.9","https://file.kinolights.com/m/content_poster/202307/12/f604dec2-d152-4f52-969d-ac37fd77d46f.webp","조엘 코엔","오스카 아이삭, 캐리 멀리건","왓챠, 쿠팡플레이"
"1536","인사이드 맨","언제나 경찰보다 한발 앞서 나가는 도둑과 형사 사이에 치열한 두뇌 싸움이 벌어진다. 한편 어디로 튈지 모르는 협상가가 도착하면서 상황은 엉뚱한 방향으로 전개된다.","스릴러","15세 이상 관람가","2006","3.4","https://file.kinolights.com/m/content_poster/202307/12/85e68abd-7dcb-4a12-ba3c-63967f28e170.webp","스파이크 리","덴젤 워싱턴, 조디 포스터","넷플릭스, 왓챠"
"1537","인사이드 아웃","모든 사람의 머릿속에 존재하는 감정 컨트롤 본부. 그곳에서 불철주야 열심히 일하는 기쁨, 슬픔, 버럭, 까칠, 소심 다섯 감정들. 이사 후 새로운 환경에 적응해야 하는 라일리를 위해 그 어느 때 보다 바쁘게 감정의 신호를 보내지만 우연한 실수로 기쁨과 슬픔이 본부를 이탈하게 되자 라일리의 마음 속에 큰 변화가 찾아온다. 라일리가 예전의 모습을 되찾기 위해서는 기쁨과 슬픔이 본부로 돌아가야만 한다! 그러나 엄청난 기억들이 저장되어 있는 머릿속 세계에서 본부까지 가는 길은 험난하기만 한데…","코미디, 애니메이션","전체 관람가","2014","4.1","https://file.kinolights.com/m/content_poster/202307/12/c24815a6-e897-4775-94f7-f04046e9a93a.webp","피트 닥터","에이미 포엘러, 필리스 스미스","쿠팡플레이"
"1538","인사이드 아웃 2","13살이 된 라일리의 행복을 위해 매일 바쁘게 머릿속 감정 컨트롤 본부를 운영하는 ‘기쁨’, ‘슬픔’, ‘버럭’, ‘까칠’, ‘소심’. 그러던 어느 날, 낯선 감정인 ‘불안’, ‘당황’, ‘따분’, ‘부럽’이가 본부에 등장하고, 언제나 최악의 상황을 대비하며 제멋대로인 ‘불안’이와 기존 감정들은 계속 충돌한다. 결국 새로운 감정들에 의해 본부에서 쫓겨나게 된 기존 감정들은 다시 본부로 돌아가기 위해 위험천만한 모험을 시작하는데…","드라마, 코미디, 애니메이션","전체 관람가","2024","3.9","https://file.kinolights.com/m/content_poster/202405/21/0b8aeda0-42cd-4095-999f-1a69e68cc902.webp","켈시 만","에이미 포엘러, 필리스 스미스","쿠팡플레이"
